id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
17764,Geld,521.0,366.0,90.0,67.0,positive strong,402,14.0,man kann was unternehmen oder basteln. auch wenn es nur online spiele spielen mit freunden ist,17:27:50,1,653
17763,internet,561.0,510.0,160.0,120.0,positive strong,402,13.0,beschäftigung und geld verdienen zB durch prolific. durchs leben kommen.,17:28:42,1,653
17756,psychische Belastung,699.0,106.0,160.0,120.0,negative strong,402,5.0,,17:19:38,0,653
17755,Stress,174.969,23.0,160.0,120.0,negative weak,402,6.0,,17:19:33,0,653
17754,Einsamkeit,295.0,494.969,160.0,120.0,negative strong,402,10.0,,17:19:28,0,653
17753,Angst,571.0,20.0,160.0,120.0,negative weak,402,7.0,,17:19:41,0,653
17752,Corona-Pandemie,569.984,214.984,160.0,120.0,negative strong,402,1.0,,17:19:45,0,653
17751,Zusammenhalt,285.0,287.0,160.0,120.0,positive strong,402,8.0,,17:19:30,0,653
17750,physische Isolierung,97.0,477.984,160.0,120.0,negative strong,402,2.0,,17:19:22,0,653
17749,soziale Isolierung,20.0,329.984,160.0,120.0,negative strong,402,3.0,,17:19:25,0,653
17748,Depressivität,71.9688,161.969,160.0,120.0,negative strong,402,9.0,,17:19:20,0,653
17747,Befinden,346.969,136.984,160.0,120.0,positive weak,402,4.0,,17:26:04,0,653
17746,wirtschaftliche Folgen,699.0,382.969,160.0,120.0,negative strong,402,11.0,,17:19:16,0,653
