id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
29180,regulation of sleep and wake phases,804.283,97.4333,160.0,120.0,ambivalent,1062,29.0,,18:17:57,1,1905
29175,allowing flexibility for free time,579.433,91.7167,160.0,120.0,positive weak,1062,27.0,,18:08:58,1,1905
29174,better work performance,380.85,24.2833,160.0,120.0,positive,1062,26.0,,18:08:55,1,1905
29139,self sustainable energy,772.0,300.0,160.0,120.0,positive strong,1062,6.0,uses energy from surroundings as power source,17:44:31,1,1905
29168,metabolized when there's major damage,686.85,556.567,160.0,120.0,ambivalent,1062,24.0,Unsure how safely the body would process the materials when decomposing and metabolizing them,18:12:05,1,1905
29159,potential body clock conflict,1049.43,287.567,160.0,120.0,negative,1062,20.0,,17:53:07,1,1905
29154,self repair from small damage,811.283,460.0,160.0,120.0,positive,1062,13.0,,17:50:03,1,1905
29152,possible creation of a class system in society,137.15,96.7167,150.0,112.0,negative weak,1062,9.0,"those who have it could have far more advantages, making anyone with it a lower class without the ability to access it",17:55:41,1,1905
29134,potential abuse of privacy,161.567,407.283,160.0,120.0,negative strong,1062,5.0,,17:47:01,1,1905
29127,help sleep disorders,1020.0,57.0,160.0,120.0,positive,1062,4.0,,17:42:32,1,1905
29109,technological implant,472.0,289.0,160.0,120.0,neutral,1062,1.0,,18:07:58,1,1905
