id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
29095,sleep deprivation,284.998,589.0,160.0,120.0,negative weak,1060,9.0,"This deprivation could be externally-led or may come from people's own desires to ""get ahead"" in some way.",17:45:56,1,1903
29125,controlled by phone,1254.24,98.0,160.0,120.0,neutral,1060,14.0,,,1,1903
29118,ethical/moral concerns,1427.98,440.998,160.0,120.0,neutral,1060,12.0,,,1,1903
29100,social stigmatisation,1139.99,586.984,160.0,120.0,negative weak,1060,11.0,"Some people will take a dim view of this as ""playing god"" or interfering with nature and so may ostracise those that choose to have the implant",17:44:40,1,1903
29098,employer pressure,502.989,426.982,160.0,120.0,negative strong,1060,10.0,Pressure may come in the form of getting the implant and also regulation of the sleep patterns that a person must use.,17:48:09,1,1903
29093,unknown neurological effects,20.0,361.996,160.0,120.0,negative,1060,8.0,,17:33:00,1,1903
29088,hackable,1305.97,287.975,160.0,120.0,negative strong,1060,7.0,,17:33:03,1,1903
29086,drug-free,1027.0,18.9889,160.0,120.0,positive,1060,6.0,,17:32:29,1,1903
29085,mental benefits,645.0,20.0,160.0,120.0,positive strong,1060,5.0,,17:32:35,1,1903
29083,controlled sleep,99.0,75.9911,160.0,120.0,positive strong,1060,4.0,,17:32:40,1,1903
29080,self-repairing,554.984,139.989,160.0,120.0,positive,1060,3.0,,17:32:49,1,1903
29077,low maintenance,832.98,181.991,160.0,120.0,positive strong,1060,2.0,,17:32:54,1,1903
29073,technological implant,822.998,373.996,160.0,120.0,neutral,1060,1.0, ,,1,1903
