id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
29891,sleep-wake,482.0,87.0,160.0,120.0,ambivalent,1097,10.0,,15:17:11,1,2026
29890,hacking,453.0,493.0,160.0,120.0,negative strong,1097,9.0,,15:16:30,1,2026
29889,implanted in brain,534.0,407.0,160.0,120.0,negative strong,1097,8.0,,,1,2026
29888,social exclusion,243.0,371.0,160.0,120.0,negative strong,1097,7.0,could lead to 'them and us',15:17:52,1,2026
29887,can self-destroy,722.0,278.0,160.0,120.0,ambivalent,1097,6.0,,15:16:03,1,2026
29886,self-maintained,717.0,382.0,160.0,120.0,ambivalent,1097,5.0,,,1,2026
29885,military,202.0,86.0,160.0,120.0,ambivalent,1097,4.0,this has positive and negative effects in a military setting,15:17:42,1,2026
29884,less accidents,576.0,20.0,160.0,120.0,positive strong,1097,3.0,,,1,2026
29883,sleep disorder,735.0,113.0,160.0,120.0,positive strong,1097,2.0,,15:15:22,1,2026
29882,technological implant,447.0,227.0,160.0,120.0,neutral,1097,1.0,,15:17:15,1,2026
