id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
29151,Expensive,322.0,847.0,160.0,120.0,negative,1057,36.0,"Would people have to buy a separate device for controlling the implant, or will they control is from their phone?",17:49:25,1,1900
29140,Those with it could be controlled,700.333312988281,698.0,160.0,119.999992370605,negative,1057,35.0,,17:44:02,1,1900
29136,More efficient work done,978.307250976562,887.994750976562,160.0,119.999992370605,positive strong,1057,33.0,,17:44:27,1,1900
29132,Demential/delerium Reduction,156.666656494141,665.0,160.0,119.999992370605,positive,1057,32.0,,17:42:50,1,1900
29114,Better attitudes of society,989.999938964844,242.222229003906,160.0,119.999992370605,positive strong,1057,26.0,People would be nicer to each other? More patience?,17:41:41,1,1900
29119,Safer roads,1028.234375,609.239501953125,160.0,119.999992370605,positive strong,1057,31.0,Better sleep=safer drivers,17:40:34,1,1900
29117,Less divorce/stress/family relationships,1231.33325195312,338.755187988281,160.0,119.999992370605,positive strong,1057,29.0,,17:38:11,1,1900
29116,Less chronic disease,991.111145019531,52.222225189209,160.0,120.0,positive strong,1057,28.0,,17:37:32,1,1900
29115,Regulation of sleep cycle,1005.55560302734,146.66667175293,160.0,120.0,positive strong,1057,27.0,,17:37:35,1,1900
29113,Military use could be good,31.3333435058594,58.0000152587891,128.645843505859,95.9895858764648,positive strong,1057,25.0,,17:38:21,1,1900
29111,More specialist doctor trips,37.0,409.0,160.0,120.0,negative weak,1057,24.0,,17:35:11,1,1900
29110,Less Doctor trips,85.0,264.0,160.0,120.0,positive strong,1057,23.0,,17:35:13,1,1900
29107,Instant results,216.0,20.9921875,160.0,120.0,positive strong,1057,22.0,,17:38:17,1,1900
29106,Autonomic future,50.984375,550.989562988281,160.0,119.999992370605,positive,1057,21.0,,17:35:56,1,1900
29104,Device misimplantation,418.984375,645.984375,160.0,119.999992370605,negative strong,1057,20.0,,17:35:59,1,1900
29096,Future technology inventions,840.0,593.984375,160.0,119.999992370605,positive strong,1057,18.0,,17:35:42,1,1900
29089,Black market,601.0,20.0,159.328125,119.0,negative strong,1057,17.0,,17:35:33,1,1900
29087,Crime,784.0,57.0,160.0,120.0,negative strong,1057,16.0,,17:35:28,1,1900
29071,Malfunction,494.0,473.0,160.0,120.0,negative strong,1057,15.0,,17:35:45,1,1900
29059,Bad habits formed,608.99609375,149.984375,160.0,120.0,negative strong,1057,14.0,,17:35:21,1,1900
29057,Abuse potential is high,1164.99475097656,450.984375,160.0,119.999992370605,negative strong,1057,13.0,,17:35:25,1,1900
29056,Over-dependence,1281.984375,592.994812011719,184.635406494141,137.994781494141,negative strong,1057,10.0,,17:35:37,1,1900
29054,Only the rich could access,86.0,927.0,163.3125,122.0,negative strong,1057,9.0,,17:24:40,1,1900
29045,Hackers can hack and control people,190.0,169.0,160.0,120.0,negative strong,1057,8.0,,17:33:57,1,1900
29034,People could have more energy,418.0,61.0,159.328125,119.0,positive strong,1057,2.0,,17:22:29,1,1900
29030,technological implant,469.979125976562,268.0,160.0,119.999992370605,neutral,1057,1.0,,17:22:22,1,1900
