id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
4689,bad job market,614.0,52.0,160.0,120.0,negative,93,14.0,,18:31:59,1,166
4607,no travelling,929.0,373.0,160.0,120.0,negative strong,93,13.0,,18:29:45,1,166
4602,uncertain immigration,936.0,254.0,160.0,120.0,negative,93,12.0,,18:29:47,1,166
4597,pause in moving plans,842.0,73.0,160.0,120.0,negative,93,11.0,,18:29:50,1,166
4589,Cannot visit loved ones,727.0,471.0,160.0,120.0,negative strong,93,10.0,,,1,166
4577,connecting with friends online,530.0,444.0,160.0,120.0,positive,93,9.0,,18:28:59,1,166
4567,More time with dog,463.0,340.0,160.0,120.0,positive strong,93,8.0,,,1,166
4484,no commute,339.0,456.0,160.0,120.0,positive strong,93,7.0,,18:31:35,1,166
4438,online meetings,31.0,452.0,160.0,120.0,negative strong,93,5.0,,18:26:05,1,166
4385,working remotely,165.0,371.0,160.0,120.0,positive strong,93,4.0,,18:26:10,1,166
4325,personal life changes,663.0,232.0,160.0,120.0,negative strong,93,3.0,,,1,166
4317,job changes,275.0,243.0,160.0,120.0,ambivalent,93,2.0,,18:23:48,1,166
4306,COVID-19,263.0,39.9875,160.0,120.0,negative,93,1.0,,,1,166
