id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
31204,natural,38.0,195.0,160.0,120.0,neutral,1187,13.0,could this potentially be unhealthy for us,18:21:17,1,2146
31156,less addiction ,38.0,386.0,160.0,120.0,positive,1187,12.0,to sleeping medication,18:16:41,1,2146
31128,Sleep disorders,140.0,294.0,160.0,120.0,positive weak,1187,11.0,,,1,2146
31111,Factories used,819.0,268.0,160.0,120.0,neutral,1187,9.0,,,1,2146
31104,Jobs created,610.0,319.0,160.0,120.0,neutral,1187,8.0,,,1,2146
31096,hackers,218.0,544.0,160.0,120.0,negative strong,1187,7.0,,,1,2146
31079,Malicious behaviour ,407.0,567.0,160.0,120.0,negative strong,1187,6.0,How can we be sure that our data is safe?,18:06:42,1,2146
31072,Safety,570.0,483.0,160.0,120.0,negative weak,1187,5.0,,,1,2146
31049,Sustainable,646.0,138.0,160.0,120.0,positive weak,1187,4.0,,18:03:34,1,2146
31039,wealth inequality,35.0,20.0,160.0,120.0,negative strong,1187,3.0,,18:02:44,1,2146
31031,Cost,217.0,63.0,160.0,120.0,negative strong,1187,2.0,,,1,2146
30988,technological implant,378.0,272.0,160.0,120.0,neutral,1187,1.0, ,,1,2146
