id,title,x_pos,y_pos,width,height,shape,creator,num,comment,timestamp,modifiable,CAM
31229,Security concerns,251.0,448.0,160.0,120.0,negative,1178,15.0,"Concerns regarding the safety of the implant? How secure is the implant, may be possible for the implant to be hacked which can have major consequences where the hacker may change the function of the implant, potentially causing harm to users",18:25:25,1,2136
31211,Discrimination,133.0,265.0,160.0,120.0,negative weak,1178,14.0,There may be discrimination in regards to whether or not you have the implant.  One example is in job applications where one employee may only hire those with the implant or another employee may hire those without the implant,18:22:23,1,2136
31192,Cheap to use/run,232.0,20.0,160.0,120.0,positive weak,1178,13.0,"The implant runs on natural body functions (electircal waves, bloodflow, temperature) and it is long lasting (around 20 year) which will reduce cost",18:19:54,1,2136
31176,Cost,372.0,149.0,160.0,120.0,neutral,1178,12.0,How much will the implant cost? Does it require a new smartphone? is their an installation fee? Will you have to pay for the implant,18:18:29,1,2136
31152,May not be the optimal treatment,758.0,544.0,160.0,120.0,negative weak,1178,11.0,There may be other factors that can affect sleep such as an environmental factor where the implant may not be effective. In this case it shouldn't be thought of as a single treatment but instead supplemented alongside another treatment method.,18:16:37,1,2136
31067,Ease of burden,675.0,214.0,160.0,120.0,positive weak,1178,9.0,Users will not require much effort to use the implant as an effective method to treat sleep disorders compared to other treatment methods such as therapy. It also does not seem to have the side effects of similar effort treatment such as drugs (no fear of addiction etc),18:09:42,1,2136
31140,No long term use required,788.0,393.0,160.0,120.0,positive weak,1178,10.0,"The implant will deteriorate itself in a safe way if users do not want to use it anymore, meaning it does not require any long term commitment if users change their minds on whether or not they want to use it",18:13:18,1,2136
31050,Method of treatment,545.0,461.0,160.0,120.0,ambivalent,1178,8.0,the implant can be used as a new method to treat sleep disorders,18:03:34,1,2136
31005,Can be abused?,981.0,20.0,160.0,120.0,negative weak,1178,7.0,"As the sleep wake cycle is 90 minute intervals, users may set a shorter cycle in order to have more time, do other things etc. Short term effects may be minimal but in the longterm if repeatedly used, it can lead to sleep deprivation",18:02:01,1,2136
30981,Better quality of life,1002.0,136.0,160.0,120.0,positive weak,1178,6.0,"Better sleep wake cycle will mean users will have better sleep, therefore increasing their quality of life in many aspects such as social, physical, and work related aspects of life.",17:59:44,1,2136
30836,Better productivity,887.0,326.0,160.0,120.0,ambivalent,1178,3.0," Users of the implant should have better sleep. As their sleep is better, they will be more alert/awake therefore in many tasks such as work, they should be more productive as their sleep is better, so they will not have negative affects of poor sleep such as tiredness/lack of concentration etc.",17:54:46,1,2136
30914,Productivity can be abused,1027.0,482.0,160.0,120.0,negative,1178,4.0,"As users are likely to be more productive, this  can be abused where employees may give users of this implant greater work loads . This can lead to users becoming stressed and inturn actually affect productivity on work as work quality is likely to be worse as more work is given",17:57:48,1,2136
30803,Regulates/sleep wake cycle,683.0,76.0,160.0,120.0,ambivalent,1178,2.0,The implant is able to regulate a persons sleep/wake cycle,17:49:48,1,2136
30791,technological implant,378.0,272.0,160.0,120.0,neutral,1178,1.0, ,,1,2136
